k,avg_sample_mean
196,0.8208163265306123
197,0.8215634517766498
198,0.8200959595959596
199,0.8217236180904522
200,0.821095
201,0.8215771144278609
202,0.819910891089109
203,0.8212709359605911
204,0.8213284313725491
205,0.8211902439024391
206,0.821
207,0.821647342995169
208,0.8217548076923076
209,0.8217272727272728
210,0.8205857142857144
211,0.8206777251184832
212,0.8220094339622642
213,0.8197699530516431
214,0.8215140186915888
215,0.8220093023255813
216,0.8207962962962964
217,0.822036866359447
218,0.8213944954128439
219,0.8204200913242009
220,0.8205227272727272
221,0.8205927601809957
222,0.8214414414414414
223,0.8206681614349775
224,0.8200982142857142
225,0.8210711111111111
226,0.8204070796460176
227,0.8207753303964758
228,0.8222543859649122
229,0.8203056768558953
230,0.8212695652173914
231,0.819878787878788
232,0.8201810344827586
233,0.8210515021459228
234,0.8207735042735044
235,0.8202085106382979
236,0.8213601694915255
237,0.8203713080168777
238,0.8213529411764707
239,0.8204393305439331
240,0.8209958333333334
241,0.8213070539419088
242,0.8208264462809918
243,0.8207572016460906
244,0.821094262295082
245,0.8212448979591837
246,0.8212886178861788
247,0.8216923076923076
248,0.8209153225806451
249,0.8219718875502007
250,0.821312
251,0.8206812749003983
252,0.820123015873016
253,0.821604743083004
254,0.8201220472440944
255,0.8212588235294119
256,0.8210390625
257,0.8211128404669261
258,0.8215465116279069
259,0.8207104247104248
260,0.8212615384615385
261,0.8217356321839081
262,0.8211221374045802
263,0.8208326996197718
264,0.8214545454545455
265,0.8207811320754718
266,0.8209473684210528
267,0.8218501872659176
268,0.8217649253731343
269,0.8208624535315985
270,0.8216074074074075
271,0.8210479704797049
272,0.8204044117647059
273,0.8205934065934068
274,0.8206788321167883
275,0.8209745454545455
276,0.820927536231884
277,0.8206173285198556
278,0.8223884892086332
279,0.8204874551971326
280,0.8208714285714286
281,0.821846975088968
282,0.8206702127659575
283,0.8211201413427563
284,0.8209014084507041
285,0.8199824561403509
286,0.8209335664335665
287,0.821184668989547
288,0.8217534722222222
289,0.8202006920415225
290,0.8204172413793104
291,0.8218487972508594
292,0.8214075342465753
293,0.8210921501706484
294,0.8212448979591837
295,0.8206813559322034
296,0.8209493243243243
297,0.8209494949494949
298,0.8211711409395973
299,0.8209030100334448
300,0.8210666666666667
